Date,LH,PFE,WAT,MCO,EBAY,ZBH,CSCO,MRK,MDT,ABBV
2016-12-02,124.480003,30.432774,134.729996,96.420029,28.42,99.375023,28.240372,59.360867,70.415703,57.33778
2016-12-05,125.25,30.394289,134.830002,95.639732,28.35,100.594894,28.510706,58.506332,70.083237,58.717434
2016-12-06,125.110001,30.365425,138.880005,95.718758,28.209999,103.748718,28.31761,58.535461,70.513496,59.450676
2016-12-07,126.379997,30.00943,136.669998,96.696579,28.91,103.56028,28.91621,58.321831,70.621056,57.878063
2016-12-08,127.059998,29.768894,138.070007,96.864494,29.42,103.590027,28.91621,58.380089,70.47438,58.756027
2016-12-09,127.790001,30.500126,139.509995,98.543594,29.969999,104.353699,29.022411,59.45797,71.726036,59.373497
2016-12-12,129.149994,31.17363,139.440002,97.062035,30.209999,104.938828,29.128614,59.933788,72.078072,59.855896
2016-12-13,129.610001,31.587357,139.589996,98.276917,29.82,105.851265,29.534119,60.462189,71.74559,59.807652
2016-12-14,127.349998,31.577732,138.399994,96.252113,29.82,104.006569,29.408604,60.47197,71.677147,59.49892
2016-12-15,127.379997,31.51038,137.5,95.570602,29.73,101.804848,29.572737,61.029716,71.814049,59.836597
2016-12-16,127.760002,31.596973,137.080002,95.284164,29.610001,102.64785,29.534119,61.098217,71.833595,60.029552
2016-12-19,127.82,31.587357,136.130005,94.740921,29.379999,102.01313,29.688593,59.826157,71.481575,60.029552
2016-12-20,128.360001,31.606594,136.330002,95.560722,29.26,101.011429,29.505152,59.199905,70.836197,59.971668
2016-12-21,128.429993,31.17363,135.639999,95.303909,29.360001,100.822998,29.369986,58.152897,70.4132,59.286663
2016-12-22,126.82,31.115898,135.720001,94.681656,29.540001,100.733742,29.408604,58.299679,70.570587,59.489265
2016-12-23,128.229996,31.250601,136.210007,94.24707,29.790001,101.47757,29.476189,58.280106,70.777161,60.145332
2016-12-27,128.690002,31.29871,136.509995,94.523621,30.24,102.29081,29.62101,58.505161,70.600105,60.299698
2016-12-28,127.559998,31.125523,134.660004,93.526047,30.01,102.44986,29.369986,57.996338,70.63945,60.077797
2016-12-29,128.169998,31.260225,134.5,93.130959,29.98,102.88726,29.408604,57.771282,70.373848,60.521603
2016-12-30,128.380005,31.250601,134.389999,93.111191,29.690001,102.589035,29.176888,57.604931,70.068909,60.415474
2017-01-03,129.070007,31.750917,136.429993,94.296455,29.84,102.718277,29.485844,58.857426,69.459007,60.212872
2017-01-04,130.100006,32.029945,135.490005,95.896538,29.76,103.662636,29.310564,58.837856,70.108246,61.061886
2017-01-05,129.110001,32.337833,135.729996,96.657082,30.01,104.328674,29.378729,58.818287,69.67543,61.524986
2017-01-06,129.339996,32.212746,139.979996,97.091675,31.049999,104.338615,29.437155,58.97485,71.682167,61.544285
2017-01-09,130.729996,32.203129,139.179993,95.669365,30.75,106.366539,29.388468,59.787014,72.616676,61.949497
2017-01-10,132.059998,32.174263,137.559998,93.506294,30.25,112.997055,29.58322,58.632366,73.679085,61.814426
2017-01-11,134.940002,31.587357,139.130005,93.851982,30.41,114.070648,29.359253,60.305622,73.226578,59.582752
2017-01-12,134.649994,31.366058,138.350006,95.313797,30.35,113.752548,29.25214,60.873158,73.885658,59.719189
2017-01-13,134.330002,31.289087,141.320007,95.768135,30.290001,114.51799,29.281351,61.000366,73.865982,60.411102
2017-01-17,133.990005,30.846502,141.529999,97.931221,30.290001,114.766518,29.203449,60.158848,74.584084,60.284416
2017-01-18,134.389999,30.817633,143.100006,98.109001,30.389999,114.786392,29.242401,59.855507,74.436523,60.089512
2017-01-19,132.740005,30.500126,141.740005,98.731255,30.719999,113.901657,29.19371,59.033558,74.072563,59.816647
2017-01-20,132.399994,30.567476,141.440002,99.778221,30.639999,112.977173,29.310564,61.186283,73.767609,59.592503
2017-01-23,132.539993,30.269209,145.279999,100.519005,30.27,113.484146,29.476105,60.481754,73.551193,59.407337
2017-01-24,133.039993,29.970943,142.149994,100.6968,29.99,113.881783,29.797453,59.89465,72.626526,59.037018
2017-01-25,135.089996,30.105644,144.130005,102.454926,30.23,115.253616,29.894829,59.767445,73.275764,59.816647
2017-01-26,133.830002,30.096022,142.820007,102.790741,31.74,114.667107,29.933779,59.884865,72.833099,59.709446
2017-01-27,133.630005,30.230724,144.380005,102.701859,32.509998,116.267578,30.167482,60.423046,73.728256,58.47179
2017-01-30,132.5,30.124886,140.949997,102.48455,32.169998,114.706871,30.02142,60.109924,73.452827,58.890839
2017-01-31,134.210007,30.528988,141.649994,102.39566,31.83,117.629463,29.914303,60.65789,74.780823,59.55352
2017-02-01,136.369995,30.781696,145.729996,102.27713,32.18,117.808403,29.700075,60.765522,74.761147,59.339123
2017-02-02,136.490005,30.840014,145.050003,103.136436,31.969999,116.923668,30.36224,62.800823,74.682449,59.339123
2017-02-03,137.690002,31.189919,146.339996,104.864922,32.07,117.440582,30.498568,62.908459,75.095604,59.124722
2017-02-06,129.860001,31.325991,145.869995,105.44767,32.029999,116.545914,30.47909,63.544495,74.741486,59.10524
2017-02-07,130.600006,31.180199,147.309998,105.743988,32.43,117.410759,30.625158,62.820389,74.879189,59.017529
2017-02-08,131.490005,31.238514,147.580002,105.506935,33.25,116.456444,30.449879,62.937817,74.367668,58.978542
2017-02-09,133.830002,31.471783,148.669998,106.257599,33.119999,116.903786,30.673847,63.006313,74.475876,59.290394
2017-02-10,135.009995,31.442621,149.199997,106.672432,33.630001,116.635391,30.683586,62.771469,74.908699,58.881092
2017-02-13,134.929993,31.695332,149.729996,107.689774,33.790001,117.052902,31.131519,63.378143,75.666145,58.968796
2017-02-14,135.880005,31.831406,150.470001,107.916939,33.630001,116.486275,31.462605,64.249023,75.794037,59.270908
2017-02-15,136.369995,32.570084,153.410004,108.878357,34.009998,116.615501,31.95923,63.759766,76.433426,60.079762
2017-02-16,139.130005,32.677002,153.0,109.245087,33.540001,115.631363,32.718769,63.857616,76.718704,59.914089
2017-02-17,139.589996,32.677002,154.330002,111.90139,33.759998,116.178108,32.855099,63.984821,77.5942,60.196712
2017-02-21,139.639999,32.677002,154.600006,111.871651,33.919998,116.476326,33.234871,64.072891,79.246811,60.255184
2017-02-22,139.020004,32.647842,154.679993,112.555542,33.82,116.207932,33.195919,63.886974,78.322151,59.79715
2017-02-23,140.270004,33.104664,154.889999,112.22847,33.599998,115.691002,33.147232,64.434937,79.423874,60.362381
2017-02-24,142.889999,33.299046,156.399994,112.287933,34.060001,116.227806,33.419888,64.738274,79.709152,60.508556
2017-02-27,142.820007,33.318489,156.529999,111.058907,34.279999,116.267578,33.361462,64.434937,79.433723,60.635246
2017-02-28,142.259995,33.162975,154.990005,110.384918,33.900002,116.386864,33.283558,64.454506,79.59111,60.264927
2017-03-01,142.740005,33.454559,155.830002,112.198723,34.27,118.18615,33.536739,64.787201,80.732201,61.22971
2017-03-02,141.929993,33.542034,154.190002,111.475189,33.91,117.321304,33.488049,64.659996,80.653503,61.639015
2017-03-03,142.289993,33.551758,154.899994,111.623863,33.740002,117.579758,33.390675,65.149261,80.525627,61.726715
2017-03-06,142.429993,33.386524,153.419998,111.276947,33.639999,116.526031,33.293293,65.041618,80.210846,61.93137
2017-03-07,142.089996,33.036625,153.360001,111.663506,33.470001,116.376923,33.303032,64.542572,80.073128,62.067806
2017-03-08,142.110001,32.958866,153.050003,111.683334,33.32,116.903786,33.127754,64.386009,80.879761,62.506344
2017-03-09,143.130005,33.09494,154.610001,111.485107,33.18,118.474426,33.176445,64.474083,81.440468,62.857174
2017-03-10,143.940002,33.153255,156.940002,110.939964,33.130001,119.369102,33.361462,64.190308,81.686386,64.202019
2017-03-13,144.240005,33.153255,157.160004,111.15802,32.810001,119.080818,33.205654,63.224453,81.538834,64.172791
2017-03-14,143.089996,33.260174,156.399994,111.11837,32.860001,117.977394,33.225132,63.273727,81.174866,63.997372
2017-03-15,144.270004,33.658676,158.309998,111.891472,32.889999,118.941643,33.341988,63.766514,81.942162,64.854958
2017-03-16,144.179993,33.464279,156.449997,112.535721,33.099998,118.703072,33.332245,63.254021,80.496117,64.221519
2017-03-17,143.75,33.357372,156.589996,110.949883,33.700001,120.949692,33.332245,62.978058,80.889595,64.016869
2017-03-20,143.639999,33.415688,155.860001,111.267052,33.810001,120.92981,33.380932,63.185032,80.092796,64.124069
2017-03-21,142.470001,33.28933,155.490005,109.899246,33.189999,120.263779,32.991428,62.987915,79.797691,63.68552
2017-03-22,142.300003,33.503162,155.919998,110.147041,33.529999,120.6614,33.205654,62.583832,80.104256,63.851189
2017-03-23,141.5,33.328209,155.630005,111.177841,33.52,119.68721,33.069328,62.367004,79.965805,63.977886
2017-03-24,142.0,33.046345,154.759995,111.475189,33.400002,119.945671,33.186184,62.268448,80.104256,63.948654
2017-03-27,142.529999,33.221294,155.910004,110.424568,33.43,119.577858,33.098545,62.278301,80.133926,64.41642
2017-03-28,142.910004,33.201855,155.520004,110.275894,33.529999,120.472534,33.127754,62.42614,79.84713,64.299477
2017-03-29,143.190002,33.367092,155.610001,110.464211,33.650002,120.890877,32.855099,62.721809,80.242706,64.094818
2017-03-30,143.979996,33.386524,156.279999,110.632713,33.700001,120.880913,32.855099,62.53455,80.094368,63.792721
2017-03-31,143.470001,33.250454,156.309998,111.048996,33.57,121.627953,32.913525,62.623253,79.669121,63.50037
2017-04-03,144.550003,33.279617,156.699997,110.910233,33.759998,120.870949,32.699295,62.554264,80.133926,63.37368
2017-04-04,143.509995,33.376804,154.830002,110.394821,34.139999,120.293243,32.817165,62.751373,79.728462,63.451637
2017-04-05,143.550003,33.23101,155.369995,112.069885,33.810001,119.705574,32.41444,62.652821,79.352661,63.305454
2017-04-06,144.020004,33.153255,155.940002,112.337494,34.16,119.725494,32.493023,62.327583,79.332886,63.422401
2017-04-07,143.389999,33.143539,156.809998,112.278023,33.91,119.406754,32.375149,62.21917,79.481232,63.870686
2017-04-10,143.490005,33.08522,156.389999,111.941032,34.060001,119.556168,32.424263,61.647537,79.412003,63.315201
2017-04-11,143.339996,32.97831,155.880005,112.377136,33.990002,119.107941,32.335857,61.677105,79.263657,63.167568
2017-04-12,142.570007,32.968586,155.110001,111.980675,34.27,118.699554,32.041183,62.140324,79.214211,63.354572
2017-04-13,142.100006,32.92971,155.690002,111.435539,34.330002,119.058136,31.844728,61.706673,79.125206,63.118351
2017-04-17,142.509995,33.046345,157.339996,113.25927,34.439999,120.681702,32.031361,61.893929,79.471336,63.295513
2017-04-18,142.190002,32.890831,157.259995,113.130417,34.02,119.097977,32.090294,61.371574,79.441666,62.645927
2017-04-19,142.800003,32.667286,159.210007,113.368294,33.849998,119.785255,32.070652,61.736237,79.431778,62.449081
2017-04-20,145.660004,32.793636,158.990005,114.339622,32.529999,121.36898,32.247459,61.647537,80.124039,62.773876
2017-04-21,143.289993,32.696442,158.520004,114.002632,32.18,120.711586,32.237637,60.997055,79.590012,62.813244
2017-04-24,144.610001,32.793636,160.270004,116.65892,32.049999,122.783371,32.689472,61.24345,79.758133,63.640003
2017-04-25,138.889999,32.813072,171.460007,117.025658,32.810001,123.998558,32.826988,61.401142,80.855858,64.073051
2017-04-26,138.690002,32.900551,170.940002,117.699638,33.009998,124.825279,32.807343,61.795372,81.231651,64.014
2017-04-27,139.679993,32.910271,170.729996,118.373627,33.060001,117.633781,33.151131,61.677105,82.210701,65.027748
2017-04-28,140.149994,32.968586,169.889999,117.273445,33.41,119.177666,33.465454,61.43071,82.171143,64.899803
2017-05-01,141.009995,32.832516,173.050003,116.857162,33.310001,120.34304,33.367229,61.479992,82.813957,65.43129
2017-05-02,141.070007,32.667286,173.75,117.798759,33.509998,120.153786,33.632439,61.795372,83.81279,65.578918
2017-05-03,140.600006,32.531208,172.479996,117.600525,33.259998,118.958534,33.642262,62.711956,83.16008,65.68718
2017-05-04,140.899994,32.511772,173.699997,118.343887,33.509998,116.388718,33.573505,62.465561,82.982086,66.169456
2017-05-05,142.380005,32.540928,174.0,117.184242,33.5,116.079941,33.779774,63.047047,83.071083,65.933235
2017-05-08,142.190002,32.511772,173.070007,115.647949,33.240002,116.448479,33.681553,63.086475,82.37883,65.165543
2017-05-09,142.029999,32.443733,174.5,115.677681,33.720001,118.191574,33.298473,62.376862,82.418381,65.126175
2017-05-10,141.699997,32.414295,174.110001,115.578575,33.880001,119.018288,33.141312,63.017483,81.973358,64.939171
2017-05-11,141.130005,32.424107,172.220001,114.547768,34.119999,120.542252,33.03326,63.500412,82.092033,64.269905
2017-05-12,139.320007,32.394665,172.410004,113.754837,34.07,120.781311,32.856457,62.652821,82.49749,65.017906
2017-05-15,140.529999,32.502613,174.710007,115.082993,34.18,121.847084,33.622612,62.593685,83.209534,65.618286
2017-05-16,138.139999,31.992308,174.910004,114.210777,34.810001,119.307152,33.691376,62.869648,83.011749,65.795448
2017-05-17,137.509995,31.629206,174.389999,111.950943,33.580002,117.255287,33.219891,62.091042,81.745903,64.338799
2017-05-18,138.259995,31.619392,176.330002,112.766434,33.73,116.797104,30.823187,62.968201,81.488777,64.594688
2017-05-19,139.350006,31.854918,175.5,114.118958,33.830002,117.205475,30.656202,62.859791,82.309601,64.545486
2017-05-22,140.300003,31.521254,175.550003,114.337746,33.860001,117.325012,31.029461,63.116039,83.061188,64.407692
2017-05-23,139.699997,31.540882,176.100006,114.258179,34.610001,117.344925,31.196444,63.618683,83.674332,64.801376
2017-05-24,140.679993,31.452559,177.539993,114.417305,34.82,118.629837,30.931234,63.993198,83.763336,64.889961
2017-05-25,141.800003,31.560511,178.600006,115.899109,35.220001,118.829048,30.882124,64.101616,84.633614,65.273804
2017-05-26,140.100006,31.540882,178.070007,116.465973,34.900002,118.759331,30.941057,63.983337,84.149033,65.017906
2017-05-30,138.520004,31.531071,178.559998,116.117897,34.619999,117.962479,31.117863,63.94392,83.921577,64.978539
2017-05-31,139.0,32.041378,179.619995,117.798607,34.299999,118.739395,30.970526,64.170609,83.347984,64.978539
2017-06-01,142.070007,32.100258,181.009995,118.345581,34.790001,122.185738,31.255379,64.318436,85.128082,65.657654
2017-06-02,141.580002,31.933428,183.960007,118.166573,35.32,123.450729,31.412539,64.525406,84.870956,66.18914
2017-06-05,139.919998,31.746967,183.789993,118.206352,35.549999,123.440765,31.196444,64.13118,84.999519,66.445038
2017-06-06,139.289993,31.472187,183.589996,117.122345,35.470001,123.679817,30.99999,63.736942,85.048965,66.799362
2017-06-07,140.470001,31.403494,185.809998,117.022896,35.77,123.859108,31.049107,63.135746,85.02919,67.665474
2017-06-08,139.869995,31.158154,186.330002,116.734489,36.139999,124.675873,31.049107,62.288158,84.989632,67.675316
2017-06-09,140.610001,32.159142,184.990005,116.177567,34.939999,124.516502,30.813364,63.460991,85.553322,68.570961
2017-06-12,140.720001,32.090443,183.350006,116.54554,34.150002,124.506546,30.695494,63.460991,86.660934,68.433167
2017-06-13,141.639999,31.972685,184.970001,118.266022,34.459999,124.974693,31.137508,62.815655,86.235695,68.570961
2017-06-14,141.110001,32.080631,184.970001,119.350029,34.5,125.104172,31.039282,62.914936,86.680725,69.407547
2017-06-15,140.399994,32.198395,184.949997,120.414146,34.09,125.343224,31.019636,62.736229,86.690613,69.48629
2017-06-16,140.770004,32.355415,184.160004,121.577705,33.959999,125.422905,31.06875,62.517811,87.105972,69.929192
2017-06-19,141.889999,32.600754,185.580002,121.508095,34.900002,126.588287,31.422363,63.22271,88.005898,70.214615
2017-06-20,144.449997,32.934418,184.279999,120.523544,34.93,126.717781,31.284847,64.066605,87.837776,70.096512
2017-06-21,146.210007,33.248447,185.429993,118.285912,34.959999,128.254608,31.275023,64.989929,87.808113,70.214615
2017-06-22,150.339996,33.425095,184.889999,118.067116,35.119999,129.122803,31.284847,65.545906,88.10479,72.025597
2017-06-23,151.619995,33.533043,185.470001,119.39975,35.57,128.82341,31.520588,65.684906,88.213577,71.494118
2017-06-26,152.300003,33.405464,184.919998,119.95668,35.09,128.793488,31.667927,65.446625,88.164131,71.592537
2017-06-27,150.300003,33.140499,183.210007,119.757767,34.91,127.985153,31.196444,65.069351,87.808113,71.248062
2017-06-28,152.970001,33.120872,184.210007,121.547874,35.310001,128.244614,31.510767,64.692085,88.312469,71.769699
2017-06-29,152.050003,33.003109,182.839996,120.702553,34.509998,127.6259,30.852654,63.877968,87.728996,71.336647
2017-06-30,154.139999,32.963852,183.839996,121.010841,34.919998,128.134842,30.744606,63.629765,87.768555,71.366173
2017-07-03,151.600006,33.189564,182.520004,121.348969,34.599998,128.114899,30.774073,63.808472,87.827888,71.277588
2017-07-05,153.330002,33.012924,183.779999,123.298203,34.720001,127.506142,30.843475,63.699268,88.374641,71.336647
2017-07-06,150.990005,32.600754,182.240005,121.498146,34.029999,125.37056,30.456814,62.646873,86.744331,70.598473
2017-07-07,151.449997,32.728325,184.080002,122.741272,34.23,126.847511,30.635273,62.706444,87.440193,70.893738
2017-07-10,151.520004,32.787209,180.389999,122.353416,35.040001,127.136909,30.714588,62.378815,86.684685,70.696899
2017-07-11,151.470001,32.551682,180.839996,121.93573,35.189999,126.22879,30.823645,61.892334,86.744331,70.706734
2017-07-12,152.449997,32.600754,182.910004,123.596542,36.029999,126.09906,30.893045,62.329174,87.291077,71.382019
2017-07-13,152.419998,32.659634,182.740005,123.994347,36.5,128.713638,31.002104,62.438385,87.291077,72.126823
2017-07-14,153.300003,32.806835,183.389999,124.412033,37.080002,132.2164,31.150818,62.607166,88.046593,72.6035
2017-07-17,153.679993,32.630192,185.220001,124.680557,37.049999,132.336151,31.230133,62.160397,85.551422,72.196335
2017-07-18,153.309998,32.738144,183.5,125.157906,36.799999,130.909103,31.240047,61.96183,85.342659,71.729599
2017-07-19,155.009995,32.993294,182.910004,125.903778,37.080002,130.799347,31.626705,62.170322,85.143845,72.265854
2017-07-20,156.119995,32.914787,184.110001,126.47065,37.18,129.202637,31.587049,62.488022,85.163727,73.497269
2017-07-21,156.550003,32.855904,185.240005,131.840958,36.610001,129.342346,31.567221,62.180252,84.666679,74.112968
2017-07-24,157.889999,32.698887,185.009995,132.835464,36.380001,128.524033,31.587049,62.120682,84.587151,73.397964
2017-07-25,156.929993,32.482986,175.110001,132.019974,36.32,128.504089,31.84482,61.912189,85.422195,72.017586
2017-07-26,161.169998,32.276905,172.580002,132.547043,37.040001,128.434219,31.388762,61.356209,85.233315,72.087097
2017-07-27,160.100006,32.384853,173.229996,131.164688,36.169998,125.180962,31.299532,63.232639,84.179581,71.233063
2017-07-28,160.070007,32.532055,174.110001,131.482941,35.939999,123.524384,31.249962,63.649624,83.791885,69.952003
2017-07-31,158.910004,32.54187,173.440002,130.906128,35.73,121.069466,31.180561,63.421276,83.473778,69.425674
2017-08-01,160.460007,32.463364,175.740005,130.866333,35.91,120.071533,31.378847,63.460987,83.026428,69.89241
2017-08-02,159.850006,32.62191,176.690002,128.658554,35.900002,117.446968,31.249962,62.984432,82.708321,70.220123
2017-08-03,160.559998,33.127296,178.160004,128.012131,35.709999,116.91806,31.289618,63.063862,82.797791,70.498184
2017-08-04,158.649994,33.335392,177.850006,128.578979,35.619999,117.68647,31.527561,62.646873,83.185486,70.498184
2017-08-07,158.210007,33.008381,177.949997,128.360199,36.110001,116.947998,31.567221,62.388744,83.871414,70.726593
2017-08-08,157.429993,32.978653,176.639999,126.997734,36.360001,114.802437,31.398676,61.872478,83.334602,70.974861
2017-08-09,157.75,33.147114,176.699997,127.315979,36.080002,112.626938,31.349106,62.04126,83.453888,71.521049
2017-08-10,156.399994,33.117382,175.660004,126.21209,34.990002,109.902573,30.734417,61.733482,82.549271,69.952003
2017-08-11,156.210007,32.948925,177.029999,127.057411,35.049999,111.46933,31.20039,61.932049,83.215309,70.140678
2017-08-14,156.5,33.008381,179.759995,129.812164,35.200001,112.277664,31.567221,62.219963,83.970818,70.329369
2017-08-15,156.759995,33.077747,179.520004,131.472992,35.25,112.73671,31.815079,62.051186,84.090103,69.852684
2017-08-16,156.440002,33.05793,182.399994,131.363602,35.360001,112.846481,32.062935,62.249748,84.100052,69.932137
2017-08-17,154.559998,32.651642,180.220001,129.503876,34.849998,112.187843,30.774075,61.395924,83.175545,69.366081
2017-08-18,153.910004,32.374176,179.699997,130.152206,34.779999,111.149994,30.109814,61.048439,82.917084,69.475319
2017-08-21,153.740005,32.46336,180.179993,130.471359,34.240002,112.537117,30.417158,61.52499,83.026428,70.210197
2017-08-22,155.399994,32.849831,182.839996,132.236786,34.810001,113.724663,31.002104,61.971756,81.276833,71.252922
2017-08-23,153.660004,32.939018,179.940002,131.678238,34.889999,112.048134,30.655102,61.703701,79.278709,71.024513
2017-08-24,154.419998,32.929104,180.960007,131.857758,34.880001,112.616959,30.972361,62.259674,78.771721,71.610428
2017-08-25,154.770004,33.087658,179.419998,132.047272,34.68,112.956261,31.170647,62.488022,78.592789,71.977867
2017-08-28,153.220001,33.166935,179.940002,132.336517,34.810001,112.656876,31.269791,62.865295,79.119652,72.812042
2017-08-29,152.880005,33.196659,180.330002,132.685623,35.200001,112.587021,31.210304,62.666733,79.248894,73.378098
2017-08-30,153.839996,33.147114,181.059998,134.091965,35.689999,112.776627,31.715935,62.666733,79.388062,73.40789
2017-08-31,156.869995,33.612858,183.479996,133.683029,36.130001,114.034019,31.93405,63.401421,80.143578,74.778328
2017-09-01,157.610001,33.652496,183.029999,133.413727,36.349998,114.093903,32.023277,63.371635,79.576942,74.897499
2017-09-05,157.0,33.493942,182.899994,132.715546,36.09,114.004082,31.349106,63.163139,79.348297,74.728676
2017-09-06,158.479996,33.682224,183.910004,133.892487,36.759998,115.391212,31.596964,63.540413,79.398003,76.516205
2017-09-07,158.039993,33.682224,184.880005,133.872543,38.009998,115.431129,31.487906,63.858116,79.477524,81.213432
2017-09-08,157.550003,33.791225,186.559998,134.999619,37.790001,115.461067,31.210304,63.808472,81.545235,84.748772
2017-09-11,159.210007,34.009235,189.110001,135.368652,38.09,115.560867,31.914221,64.662292,81.078011,86.39727
2017-09-12,158.669998,35.049728,190.0,135.807526,38.18,116.189568,32.132336,64.989929,81.813644,87.142075
2017-09-13,155.210007,34.742538,189.649994,135.019562,38.27,115.650681,31.904306,64.979996,81.445831,87.857086
2017-09-14,154.089996,35.406467,189.320007,134.610626,38.310001,115.750473,31.914221,66.120003,81.316605,88.601891
2017-09-15,153.600006,35.039818,187.729996,135.977081,38.400002,115.231552,32.162079,66.160004,81.634712,86.764709
2017-09-18,153.75,35.228096,188.949997,136.40596,38.389999,116.059837,32.241394,65.989998,81.913055,84.728912
2017-09-19,152.850006,35.129005,184.75,136.386017,38.59,115.241531,32.211655,65.949997,80.710205,85.771637
2017-09-20,154.149994,35.664116,183.860001,136.415939,38.540001,115.980003,32.320705,65.790001,79.686295,86.804436
2017-09-21,153.889999,35.644295,181.789993,136.296234,38.25,113.059998,32.419853,65.599998,79.060013,86.804436
2017-09-22,155.070007,35.634384,181.160004,137.672668,38.290001,114.400002,33.08411,65.129997,79.229004,86.873947
2017-09-25,150.320007,35.188457,180.320007,138.420731,37.779999,114.370003,33.431114,65.18,77.807457,85.970253
2017-09-26,150.820007,34.980362,178.979996,137.991852,37.849998,114.75,33.470768,64.760002,77.906868,84.758705
2017-09-27,149.470001,35.129005,178.740005,138.350922,38.049999,116.25,33.193169,64.57,77.379997,84.162857
2017-09-28,149.75,35.277645,178.779999,138.251175,37.73,115.660004,33.064281,64.290001,77.709999,88.343689
2017-09-29,150.970001,35.37674,179.520004,138.849625,38.459999,117.089996,33.341885,64.029999,77.769997,88.244385
2017-10-02,151.380005,35.743389,182.039993,139.847031,38.73,117.699997,33.460857,64.550003,78.050003,89.763786
2017-10-03,150.919998,35.812756,182.830002,140.634979,38.709999,116.150002,33.559998,64.370003,78.110001,89.07856
2017-10-04,152.179993,35.634384,183.830002,141.343155,38.66,117.529999,33.439999,64.599998,78.629997,89.277184
2017-10-05,151.679993,35.674023,183.949997,141.732147,38.990002,119.160004,33.59,64.599998,79.510002,89.555244
2017-10-06,151.649994,35.723572,185.880005,142.12114,38.810001,119.269997,33.75,64.550003,79.809998,89.863091
2017-10-09,149.270004,35.812756,183.800003,141.58252,38.990002,117.519997,33.759998,64.330002,76.93,90.151085
2017-10-10,149.479996,36.070404,185.009995,141.772034,38.84,118.410004,33.549999,64.459999,77.290001,90.538383
2017-10-11,149.279999,36.119949,185.669998,142.180984,38.310001,118.639999,33.59,63.779999,78.239998,91.739998
2017-10-12,150.259995,36.020851,185.800003,143.557388,38.09,120.629997,33.259998,63.830002,77.919998,91.419998
2017-10-13,149.600006,36.010944,185.789993,143.866608,38.349998,119.699997,33.470001,63.389999,78.07,90.669998
2017-10-16,149.669998,35.654205,184.639999,144.375275,37.77,119.510002,33.540001,63.34,77.730003,91.040001
2017-10-17,149.729996,35.872215,180.919998,143.756882,37.490002,119.93,33.599998,63.220001,78.0,92.169998
2017-10-18,147.990005,35.505566,181.160004,144.824112,37.970001,120.690002,33.549999,63.509998,78.589996,96.040001
2017-10-19,151.320007,35.911854,185.449997,143.816727,37.290001,121.879997,33.75,63.75,78.480003,96.480003
2017-10-20,151.720001,36.090218,188.139999,145.282928,37.610001,122.349998,34.25,63.880001,78.339996,96.099998
2017-10-23,151.770004,36.070404,187.550003,145.681885,36.830002,121.699997,34.349998,63.400002,79.019997,94.510002
2017-10-24,150.860001,35.941578,187.630005,146.619461,36.740002,121.209999,34.580002,63.110001,78.660004,91.690002
2017-10-25,152.710007,35.832573,190.350006,145.203125,36.68,121.459999,34.299999,62.450001,79.199997,91.769997
2017-10-26,153.389999,35.416378,194.630005,146.998474,36.900002,121.0,34.27,61.990002,80.440002,89.559998
2017-10-27,155.399994,35.277645,199.75,146.020996,36.799999,124.459999,34.43,58.240002,81.300003,91.93
2017-10-30,154.169998,34.831722,196.220001,142.609863,37.0,121.349998,34.040001,54.709999,80.529999,90.959999
2017-10-31,153.710007,34.742538,196.050003,142.041336,37.639999,121.620003,34.150002,55.09,80.519997,90.25
2017-11-01,151.309998,34.940723,198.050003,143.118546,37.540001,115.089996,34.619999,55.34,80.309998,92.440002
